region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_o,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
11,com_full_011_como,com,full,cymy,como,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.4330127018922193,#bf756a,0.7480392156862745,0.4598039215686275,0.41372549019607846,56.93651486723755,27.522361628490476,18.707479599870492,"[[0.5416666666666665, 0.47631397208144155], [0.4583333333333335, 0.47631397208144155], [0.4583333333333335, 0.3800889272165036], [0.475, 0.3608439182435162], [0.5249999999999999, 0.3608439182435162], [0.5416666666666665, 0.38008892721650367]]",6,5,5,full,2599,10873,4654,2653,2599,2653,1.0,0.65,0.65,8,98.0,7.50927900360366,54,0.020354315868827744,#cc7b69,0.8,0.48235294,0.4117647,59.868832781069244,29.76869877794136,22.808734295941058,60.36732345066353,29.31996355462191,22.084795721754062,3.4157708726297384,5.519493547312313,3.69844996450485,5.995275090642427,1.4177031129487316,37.459284065689644,37.5021837646109,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
12,com_full_012_comoo,com,full,cymyy,comoo,0.2,0.6,0.2,0.2,0.6,0.2,0.5,0.5196152422706631,#cc765a,0.7984313725490196,0.4635294117647059,0.3513725490196079,58.52699341087545,30.628282008744513,30.1234890853583,"[[0.4083333333333336, 0.5244264945139103], [0.45833333333333354, 0.4763139720814415], [0.5416666666666665, 0.47631397208144144], [0.5916666666666665, 0.5244264945139102], [0.5833333333333335, 0.5484827557301435], [0.4166666666666665, 0.5484827557301435]]",6,5,5,full,2589,12409,5188,2642,2589,2642,1.0,0.65,0.65,8,98.0,7.926924169126159,53,0.020060560181680544,#d9775f,0.8509804,0.46666667,0.37254903,60.90247933375866,35.64604747069355,29.896201108858023,61.42083881325628,34.658003665151796,29.57869094784121,3.4131931327153144,5.556308435031894,3.321513326326376,6.366862409682483,1.7164842367772566,39.98642966749833,46.52336553844984,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
13,com_full_013_comooo,com,full,cymyyy,comooo,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.5773502691896257,#d4774f,0.8320261437908497,0.4660130718954249,0.3098039215686275,59.65683407834291,32.924399865221496,37.584844406615915,"[[0.5499999999999997, 0.6350852961085888], [0.5166666666666663, 0.6639528095680701], [0.5000000000000001, 0.6735753140545636], [0.4833333333333337, 0.66395280956807], [0.44999999999999996, 0.6350852961085883], [0.4166666666666665, 0.5773502691896255], [0.41666666666666646, 0.5484827557301435], [0.5833333333333334, 0.5484827557301435], [0.5833333333333334, 0.5773502691896257]]",6,5,5,full,4146,17115,7233,4230,4146,4230,1.0,0.65,0.65,8,98.0,8.521604721074173,84,0.019858156028368795,#e0775a,0.8784314,0.46666667,0.3529412,61.419934714908564,38.332569721919285,34.19367790506227,62.159017416212734,36.65462569481315,33.1580011755585,4.4145473047647315,6.622449342562943,3.080741756024804,6.661894963137677,1.9702935022545343,41.733815546914116,51.36724160553053,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
14,com_full_014_cooooo,com,full,cyyyyy,cooooo,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.7216878364870322,#de873a,0.8712418300653595,0.5294117647058824,0.22875816993464057,64.31997160462414,27.28085508308681,53.44997025976049,"[[0.4583333333333333, 0.7938566201357353], [0.4083333333333336, 0.7072540797572919], [0.4833333333333335, 0.6639528095680699], [0.5000000000000002, 0.6735753140545637], [0.5000000000000002, 0.7698003589195006]]",6,5,5,full,1667,8869,3817,1699,1667,1699,1.0,0.65,0.65,8,98.0,10.268898907145779,32,0.01883460859329017,#e7794c,0.90588236,0.4745098,0.29803923,62.793803530898614,38.54131343260575,43.28508719014427,63.65378082335753,36.77314937331367,39.63824968498049,9.757177829260687,15.246375275765725,2.20293761335813,8.834145016075611,2.7485461973892287,48.3179307218258,57.95715326142881,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
15,com_full_015_coooo,com,full,cyyyy,coooo,0.2,0.8,0.0,0.2,0.8,0.0,0.4,0.6928203230275509,#d88a41,0.8454901960784313,0.539607843137255,0.25411764705882356,64.14750524581225,23.470419875695757,50.02714971024815,"[[0.45000000000000007, 0.6350852961085884], [0.48333333333333367, 0.66395280956807], [0.40833333333333355, 0.7072540797572919], [0.38750000000000007, 0.6711696879329401]]",6,5,5,full,263,3930,1699,269,263,269,1.0,0.65,0.65,8,98.0,6.766930372871412,6,0.022304832713754646,#e27d50,0.8862745,0.49019608,0.3137255,62.89811129689507,35.49819960487932,41.1564070692257,63.51352020019255,34.07168734882507,40.362833789521424,9.922113040383417,14.997284602774059,2.7971704036475247,5.999595530172537,1.593658584564507,49.221592769580695,54.35045554579709,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
16,com_full_016_cooo,com,full,cyyy,cooo,0.25,0.75,0.0,0.25,0.75,0.0,0.375,0.649519052838329,#ce8e4b,0.8068627450980392,0.5549019607843138,0.29215686274509806,63.98872934671928,17.78112241715363,44.802992635941465,"[[0.41666666666666646, 0.5773502691896255], [0.45000000000000007, 0.6350852961085885], [0.3875000000000001, 0.6711696879329401], [0.3541666666666666, 0.6134346610139771]]",6,5,5,full,743,5693,2451,759,743,759,1.0,0.65,0.65,8,98.0,8.691650602270574,16,0.021080368906455864,#d77f55,0.84313726,0.49803922,0.33333334,61.94749754352054,29.220130389256916,36.51987946988561,62.69057852278744,29.58148554662652,34.8987853491862,9.949164268953615,14.269810593764738,3.511225010667847,7.522870397144965,2.1135247862865785,51.33614842697659,46.7709056621758,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
17,com_full_017_coo,com,full,cyy,coo,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.5773502691896257,#bd945b,0.742483660130719,0.5803921568627451,0.35555555555555557,63.99290392327785,8.511679055524857,36.059701320051715,"[[0.3833333333333331, 0.5099927377841694], [0.4083333333333336, 0.5244264945139103], [0.4166666666666664, 0.5484827557301433], [0.4166666666666664, 0.5773502691896256], [0.3541666666666665, 0.613434661013977], [0.3166666666666666, 0.5484827557301443]]",6,5,5,full,1236,7412,3172,1262,1236,1262,1.0,0.65,0.65,8,98.0,7.41609338217692,26,0.020602218700475437,#cb8565,0.79607844,0.52156866,0.39607844,61.896886450280235,23.40839709727377,28.185394852080424,61.90493684658706,23.5127838991181,28.353390887285943,12.897378040714,16.97969964439929,3.455159722896198,5.405013878240061,1.4309853322875352,50.289855260477,36.638361557680724,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
18,com_full_018_cocomo,com,full,cycymy,cocomo,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.41666666666666663,0.4330127018922193,#b3846f,0.7032679738562092,0.5169934640522876,0.43660130718954254,59.193691160573934,15.506003155933756,18.2346354233208,"[[0.45833333333333354, 0.38008892721650345], [0.45833333333333354, 0.47631397208144144], [0.40833333333333355, 0.5244264945139103], [0.3833333333333331, 0.5099927377841694], [0.3333333333333333, 0.4426352063787134], [0.3333333333333333, 0.40414518843273783]]",6,5,5,full,3521,14977,6314,3593,3521,3593,1.0,0.65,0.65,8,98.0,7.992521608041947,72,0.0200389646534929,#c48371,0.76862746,0.5137255,0.44313726,60.65702114080696,22.242553839428247,19.178706112463484,60.587958548610295,23.83346487973218,19.938746616724245,4.489877336539113,6.957996781289657,4.613138252082445,6.625672037796002,1.6122978952100777,40.76964971942175,29.369269133706894,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
19,com_full_019_cocoo,com,full,cycyy,cocoo,0.4,0.6,0.0,0.4,0.6,0.0,0.3,0.5196152422706631,#b09968,0.6909803921568628,0.6007843137254902,0.40627450980392166,64.2370308163019,1.4527537576616845,29.19172331463644,"[[0.3333333333333333, 0.44263520637871334], [0.383333333333333, 0.5099927377841693], [0.31666666666666654, 0.5484827557301443], [0.2750000000000001, 0.4763139720814414]]",6,5,5,full,1047,7069,3013,1069,1047,1069,1.0,0.65,0.65,8,98.0,7.61203780995882,22,0.0205799812909261,#c18871,0.75686276,0.53333336,0.44313726,61.60942735535946,17.814598675499116,20.089663380137868,61.66985108051697,18.88392086053695,22.33752969892746,16.021709833603087,18.906659253144735,3.55802594706029,7.0216722079664,1.8554961654081863,48.4348488240949,26.850595909520283,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
20,com_full_020_co,com,full,cy,co,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.4330127018922193,#9da17b,0.6137254901960785,0.6313725490196078,0.4823529411764706,64.99268099874395,-8.193904498525196,19.304729383075504,"[[0.2833333333333334, 0.3560326660002692], [0.3166666666666668, 0.3752776749732568], [0.3333333333333333, 0.40414518843273783], [0.3333333333333333, 0.44263520637871334], [0.27500000000000013, 0.47631397208144144], [0.225, 0.3897114317029974]]",6,5,5,full,1786,9425,4006,1823,1786,1823,1.0,0.65,0.65,8,98.0,7.278546449477876,37,0.02029621503017005,#b38a79,0.7019608,0.5411765,0.4745098,60.86736186472062,13.223949739652713,15.019704543394274,60.96638176189867,13.291665407229027,14.785955404485282,23.44390480519344,22.228454197313397,2.3212022663686693,5.594953919113697,1.6435481882800522,48.63801587769342,20.011605914761557,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
21,com_full_021_cmoco,com,full,cmycy,cmoco,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#a48680,0.643921568627451,0.5247058823529411,0.503529411764706,58.48882828280976,10.712546624221165,7.274280056599691,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,2832,13598,5754,2890,2832,2890,1.0,0.65,0.65,8,98.0,9.949674838327523,58,0.020069204152249134,#b98681,0.7254902,0.5254902,0.5039216,60.91484802226661,18.672848071822624,10.059279525163323,60.513702882847966,19.195411350324594,10.323176418701811,6.154246117677132,8.77543121178782,4.592703276881618,7.812945508206187,2.015521141278204,28.31186088308482,21.21000612161015,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
22,com_full_022_ccoco,com,full,ccycy,ccoco,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#89a98e,0.5364705882352941,0.6619607843137254,0.5584313725490196,66.18799823635786,-16.31857019722094,10.042692270695408,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1060,7066,2993,1082,1060,1082,1.0,0.65,0.65,8,98.0,10.703753556924932,22,0.02033271719038817,#aa8d87,0.6666667,0.5529412,0.5294118,61.319717445678315,10.338774999465894,7.399898314975173,61.464908624849095,9.622797827145714,6.980756403931559,31.033873517264823,27.226798759395372,5.31959788440976,8.451450839512734,2.3293662657586007,35.59290024245456,12.714116703945791,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
23,com_full_023_cco,com,full,ccy,cco,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#7cae9b,0.4849673202614379,0.6823529411764705,0.6091503267973857,67.20853974722671,-20.729985445494147,4.239399619416795,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1177,7491,3110,1201,1177,1201,1.0,0.65,0.65,8,98.0,22.039436558742374,24,0.019983347210657785,#a29497,0.63529414,0.5803922,0.5921569,62.29693509190108,6.343597022653191,0.09526747269188451,62.40709581213406,6.434674497842236,-0.6512790431843652,30.52687137054799,27.8258254001442,5.33355060051137,9.044572646290993,3.5157568196560147,0.8603973088121961,6.344312340763775,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
24,com_full_024_cmcoco,com,full,cmcycy,cmcoco,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#939190,0.5745098039215687,0.5679738562091503,0.5633986928104576,60.21287920093067,0.3865961584540445,0.8333128815457114,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3351,14985,6338,3420,3351,3420,1.0,0.65,0.65,8,98.0,14.236090700126642,69,0.02017543859649123,#ad8a8d,0.6784314,0.5411765,0.5529412,60.733869499168904,13.802416232616299,3.9476276334294402,60.36034151181098,13.680271062014222,2.612933364188778,13.713396289376265,13.782402385903334,6.7568973544000945,11.576296992259158,3.1994772875834734,15.961053627157867,14.355850994998717,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
