region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_l,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
11,ylm_full_011_ylml,ylm,full,cymy,ylml,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.4330127018922193,#d4a387,0.8333333333333333,0.6372549019607843,0.5274509803921569,70.75103181757605,14.739894897588036,21.70294087579927,"[[0.5416666666666665, 0.47631397208144155], [0.4583333333333335, 0.47631397208144155], [0.4583333333333335, 0.3800889272165036], [0.475, 0.3608439182435162], [0.5249999999999999, 0.3608439182435162], [0.5416666666666665, 0.38008892721650367]]",6,5,5,full,2642,11092,4729,2696,2642,2696,1.0,0.65,0.65,8,98.0,7.571393760012151,54,0.020029673590504452,#c8b5a4,0.78431374,0.70980394,0.6431373,74.6594850736972,3.6454960757169586,11.230680137934746,75.17778365137127,3.6230964848391607,11.204190935816028,10.577332072599358,15.748966221179003,2.865820213843886,5.698566254958082,1.7750305879436967,72.01648979975835,11.807532256939623,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
12,ylm_full_012_ylmll,ylm,full,cymyy,ylmll,0.2,0.6,0.2,0.2,0.6,0.2,0.5,0.5196152422706631,#d2aa92,0.8235294117647058,0.6674509803921568,0.5741176470588235,72.63830875118,11.100869259885348,17.766991183742054,"[[0.4083333333333336, 0.5244264945139103], [0.45833333333333354, 0.4763139720814415], [0.5416666666666665, 0.47631397208144144], [0.5916666666666665, 0.5244264945139102], [0.5833333333333335, 0.5484827557301435], [0.4166666666666665, 0.5484827557301435]]",6,5,5,full,2713,12388,5364,2769,2713,2769,1.0,0.65,0.65,8,98.0,6.923631640614308,56,0.020223907547851208,#c4b8af,0.76862746,0.72156864,0.6862745,75.44675193449247,2.772887783915101,6.9701274261812385,75.76511847809702,2.619642451009253,6.861224332818047,9.777717656885887,13.921741829861954,3.7903815261247527,5.904559654445808,1.6523080373775867,68.30612302898885,7.501438728629962,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
13,ylm_full_013_ylmlll,ylm,full,cymyyy,ylmlll,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.5773502691896257,#d0af9a,0.8169934640522875,0.6875816993464051,0.6052287581699346,73.92938280423618,8.774230008943007,15.22184147350496,"[[0.5499999999999997, 0.6350852961085888], [0.5166666666666663, 0.6639528095680701], [0.5000000000000001, 0.6735753140545636], [0.4833333333333337, 0.66395280956807], [0.44999999999999996, 0.6350852961085883], [0.4166666666666665, 0.5773502691896255], [0.41666666666666646, 0.5484827557301435], [0.5833333333333334, 0.5484827557301435], [0.5833333333333334, 0.5773502691896257]]",6,5,5,full,4242,17281,7353,4327,4242,4327,1.0,0.65,0.65,8,98.0,9.090398194854307,85,0.019644095216085046,#c5beb2,0.77254903,0.74509805,0.69803923,77.18669763718867,0.8872578971744205,6.867390876319879,76.6825466560005,1.092437721925485,6.698890727312008,9.93431128134602,11.941996223144349,4.91874417577512,8.041205091299044,2.3791423769434568,82.6382412199149,6.9244699453647645,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
14,ylm_full_014_ylllll,ylm,full,cyyyyy,ylllll,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.7216878364870322,#d1cda2,0.8202614379084966,0.8026143790849672,0.6339869281045751,81.66427814884557,-5.360285362129014,22.03485415141888,"[[0.4583333333333333, 0.7938566201357353], [0.4083333333333336, 0.7072540797572919], [0.4833333333333335, 0.6639528095680699], [0.5000000000000002, 0.6735753140545637], [0.5000000000000002, 0.7698003589195006]]",6,5,5,full,1673,8953,3837,1704,1673,1704,1.0,0.65,0.65,8,98.0,5.4329614646477555,31,0.018192488262910797,#c5c5b3,0.77254903,0.77254903,0.7019608,79.06767238341791,-3.159660520880847,9.034348122053037,79.04374083023899,-3.2970323198354494,9.491043182773026,7.920087509250301,13.438685509102008,3.0071272741138984,4.537166911693086,1.3776133097356988,109.27670393975234,9.570940423890239,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
15,ylm_full_015_yllll,ylm,full,cyyyy,yllll,0.2,0.8,0.0,0.2,0.8,0.0,0.4,0.6928203230275509,#d3cd9b,0.8274509803921568,0.8054901960784313,0.6086274509803922,81.88025664560861,-5.938165053471501,25.752071288290068,"[[0.45000000000000007, 0.6350852961085884], [0.48333333333333367, 0.66395280956807], [0.40833333333333355, 0.7072540797572919], [0.38750000000000007, 0.6711696879329401]]",6,5,5,full,246,3922,1664,251,246,251,1.0,0.65,0.65,8,98.0,3.7107133115086643,5,0.0199203187250996,#c4c5b4,0.76862746,0.77254903,0.7058824,78.92292972766754,-2.9927297462343794,8.02742236396583,78.81814205189697,-2.960209228039067,8.324319535509783,10.353217745044578,18.20946323039881,1.8147971545611639,2.921270779031846,0.9046527264194496,110.44612372431357,8.567143114451564,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
16,ylm_full_016_ylll,ylm,full,cyyy,ylll,0.25,0.75,0.0,0.25,0.75,0.0,0.375,0.649519052838329,#d6ce92,0.838235294117647,0.8098039215686273,0.5705882352941176,82.21898292692846,-6.699939912165275,31.297230565592926,"[[0.41666666666666646, 0.5773502691896255], [0.45000000000000007, 0.6350852961085885], [0.3875000000000001, 0.6711696879329401], [0.3541666666666666, 0.6134346610139771]]",6,5,5,full,734,5783,2426,746,734,746,1.0,0.65,0.65,8,98.0,3.077818368650108,12,0.0160857908847185,#c4c4ae,0.76862746,0.76862746,0.68235296,78.6200350725548,-3.640577960160707,10.698661559475564,78.69720027829896,-3.5818453033720807,10.624050800580669,10.932979109681591,21.13322422896357,1.3935989002330007,2.657870761137064,0.7756234486527491,108.79259196423834,11.301113531338759,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
17,ylm_full_017_yll,ylm,full,cyy,yll,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.5773502691896257,#dad081,0.8562091503267973,0.8169934640522875,0.5071895424836601,82.82120022881202,-7.696665638264988,40.40751441229884,"[[0.3833333333333331, 0.5099927377841694], [0.4083333333333336, 0.5244264945139103], [0.4166666666666664, 0.5484827557301433], [0.4166666666666664, 0.5773502691896256], [0.3541666666666665, 0.613434661013977], [0.3166666666666666, 0.5484827557301443]]",6,5,5,full,1261,7550,3207,1284,1261,1284,1.0,0.65,0.65,8,98.0,2.362317068554219,23,0.01791277258566978,#c6c6a9,0.7764706,0.7764706,0.6627451,79.0636004366351,-4.7956745933162015,14.211577031736432,79.08692116572759,-4.796324015050653,14.384522575333024,12.112409808624124,26.622592670275143,0.7267057993015503,1.7994680752308387,0.5731198190460108,108.64688697120386,14.998913845140821,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
18,ylm_full_018_ylylml,ylm,full,cycymy,ylylml,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.41666666666666663,0.4330127018922193,#dab37a,0.8529411764705882,0.7019607843137255,0.47843137254901963,75.12431764946648,6.49444245894032,34.29080577937651,"[[0.45833333333333354, 0.38008892721650345], [0.45833333333333354, 0.47631397208144144], [0.40833333333333355, 0.5244264945139103], [0.3833333333333331, 0.5099927377841694], [0.3333333333333333, 0.4426352063787134], [0.3333333333333333, 0.40414518843273783]]",6,5,5,full,3588,15080,6414,3662,3588,3662,1.0,0.65,0.65,8,98.0,11.914699249593744,74,0.020207536865101038,#c9bda0,0.7882353,0.7411765,0.627451,76.9555869058543,-0.1912209571527934,15.71882726546201,76.62226359681736,0.03001809728608724,15.836172006057518,10.10492057401997,19.82347165165524,4.671753173172768,9.330493506401451,2.8428082029051764,90.6969739661422,15.719990332563388,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
19,ylm_full_019_ylyll,ylm,full,cycyy,ylyll,0.4,0.6,0.0,0.4,0.6,0.0,0.3,0.5196152422706631,#ded274,0.8705882352941176,0.8227450980392156,0.4564705882352941,83.33502282263355,-8.257930520914059,47.51106638204572,"[[0.3333333333333333, 0.44263520637871334], [0.383333333333333, 0.5099927377841693], [0.31666666666666654, 0.5484827557301443], [0.2750000000000001, 0.4763139720814414]]",6,5,5,full,1090,7166,3084,1111,1090,1111,1.0,0.65,0.65,8,98.0,3.7136869126314727,21,0.018901890189018902,#c6c6a3,0.7764706,0.7764706,0.6392157,79.18356947481112,-5.735348558310593,17.592607866115184,79.20084556599357,-5.809070395067226,17.6848226927924,12.600425140140189,30.310264674308844,1.2025859681768167,2.6118751076623443,0.8656232616121438,108.0564347371793,18.503893498834596,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
20,ylm_full_020_yl,ylm,full,cy,yl,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.4330127018922193,#e3d461,0.892156862745098,0.8313725490196078,0.3803921568627451,84.15520736693792,-8.730104128588545,57.68148747093511,"[[0.2833333333333334, 0.3560326660002692], [0.3166666666666668, 0.3752776749732568], [0.3333333333333333, 0.40414518843273783], [0.3333333333333333, 0.44263520637871334], [0.27500000000000013, 0.47631397208144144], [0.225, 0.3897114317029974]]",6,5,5,full,1833,9567,4086,1871,1833,1871,1.0,0.65,0.65,8,98.0,3.229176134648255,38,0.020309994655264563,#c9c994,0.7882353,0.7882353,0.5803922,79.81908350083313,-8.45071697175509,27.055561202298193,79.8289151815865,-8.493303651706485,27.243391802770837,11.366897024259154,30.932626580644452,1.0724710032871154,2.2718185434017357,0.7011445520985078,107.34602559544254,28.34462928506938,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
21,ylm_full_021_ymlyl,ylm,full,cmycy,ymlyl,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#ddaf6c,0.8666666666666666,0.6847058823529412,0.4219607843137255,74.16013502367713,8.882551421583006,40.595202056015765,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,2937,13714,5888,2997,2937,2997,1.0,0.65,0.65,8,98.0,5.490004216184309,60,0.02002002002002002,#cdbb95,0.8039216,0.73333335,0.58431375,76.47213330380242,0.9345657508500471,20.607322792227343,76.14727844367259,1.0730492995699723,20.476594982801682,9.805422840795156,21.63402712703444,3.024375609447317,4.390356720294467,1.1224975162880575,87.40334983412492,20.628503721930837,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
22,ylm_full_022_yylyl,ylm,full,ccycy,yylyl,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#e9d64e,0.9137254901960784,0.8400000000000001,0.3043137254901961,85.02953160322268,-8.794139025000923,66.97830057317569,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1072,7163,3019,1094,1072,1094,1.0,0.65,0.65,8,98.0,2.83222127449301,22,0.02010968921389397,#cccb8f,0.8,0.79607844,0.56078434,80.56510999162437,-8.979728208149073,30.009034823024408,80.53512552419964,-8.966004010407636,30.07715905899697,12.555860431301747,37.23831513074022,1.258141310316245,2.4218779544562508,0.7267362174682286,106.65897921400165,31.3237559960762,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
23,ylm_full_023_yyl,ylm,full,ccy,yyl,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#edd841,0.9281045751633986,0.8457516339869281,0.25359477124183005,85.6395345111988,-8.632014537106992,72.49823506851614,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1236,7577,3200,1262,1236,1262,1.0,0.65,0.65,8,98.0,1.7777006485242313,26,0.020602218700475437,#d0ce89,0.8156863,0.80784315,0.5372549,81.45776504248741,-9.707673782698267,34.25747313361951,81.4303365233205,-9.794024744948315,34.57786428512872,12.2839608807908,38.48376426577202,0.5295984174417867,1.140687713193889,0.3673455086347837,105.82134552554936,35.60636734871939,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4534ylm.tif,DSC_4534ylm.tif,DSC_4534,ylm,capture_number,4534,y,l,m,CMY+neutral,full__ylm__DSC_4534ylm,0.5452893062708271
