region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_n,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
11,cnm_full_011_cnmn,cnm,full,cymy,cnmn,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.4330127018922193,#8480a5,0.5186274509803921,0.5009803921568627,0.6490196078431372,55.10681522604453,9.872372249806638,-19.445799826639607,"[[0.5416666666666665, 0.47631397208144155], [0.4583333333333335, 0.47631397208144155], [0.4583333333333335, 0.3800889272165036], [0.475, 0.3608439182435162], [0.5249999999999999, 0.3608439182435162], [0.5416666666666665, 0.38008892721650367]]",6,5,5,full,2608,10878,4661,2660,2608,2660,1.0,0.65,0.65,8,98.0,9.162272163358368,52,0.019548872180451128,#828097,0.50980395,0.5019608,0.5921569,54.31552894267314,5.478798843554955,-12.15529355707411,54.45321186225385,5.7389470214557745,-12.144615911451652,5.100668624125811,8.548748617484758,5.57577199558778,8.049307837873313,2.3725198231985263,294.2626882288237,13.33298159553168,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
12,cnm_full_012_cnmnn,cnm,full,cymyy,cnmnn,0.2,0.6,0.2,0.2,0.6,0.2,0.5,0.5196152422706631,#8583a2,0.5231372549019607,0.5129411764705882,0.6337254901960783,55.87920186775257,7.561210799958085,-16.012907790330644,"[[0.4083333333333336, 0.5244264945139103], [0.45833333333333354, 0.4763139720814415], [0.5416666666666665, 0.47631397208144144], [0.5916666666666665, 0.5244264945139102], [0.5833333333333335, 0.5484827557301435], [0.4166666666666665, 0.5484827557301435]]",6,5,5,full,2680,12505,5327,2735,2680,2735,1.0,0.65,0.65,8,98.0,11.067353609391152,55,0.02010968921389397,#817a8c,0.5058824,0.47843137,0.54901963,52.35484271395032,5.091139720035887,-9.455962413115248,53.152794443687455,5.233759304814578,-9.223023797864284,5.5912503343114865,7.843206695264641,5.149468411623527,9.019222038954714,2.386384178748825,298.2982551131909,10.739410077242391,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
13,cnm_full_013_cnmnnn,cnm,full,cymyyy,cnmnnn,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.5773502691896257,#86859f,0.5261437908496731,0.5209150326797385,0.6235294117647058,56.40126778849799,6.045703931585988,-13.719233330480263,"[[0.5499999999999997, 0.6350852961085888], [0.5166666666666663, 0.6639528095680701], [0.5000000000000001, 0.6735753140545636], [0.4833333333333337, 0.66395280956807], [0.44999999999999996, 0.6350852961085883], [0.4166666666666665, 0.5773502691896255], [0.41666666666666646, 0.5484827557301435], [0.5833333333333334, 0.5484827557301435], [0.5833333333333334, 0.5773502691896257]]",6,5,5,full,4152,17085,7233,4237,4152,4237,1.0,0.65,0.65,8,98.0,10.799213561955025,85,0.02006136417276375,#7f7b89,0.49803922,0.48235294,0.5372549,52.520722915242544,3.781000078510538,-7.0105318309618525,52.90893561404191,4.076742553944561,-7.2397906124979805,6.103628261196825,8.074291787217284,5.6676851872692655,8.603418025506821,2.5043159923017346,298.33937952974804,7.965143950150935,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
14,cnm_full_014_cnnnnn,cnm,full,cyyyyy,cnnnnn,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.7216878364870322,#7d999e,0.48888888888888876,0.5980392156862745,0.6209150326797385,61.16213715904476,-8.366367456226097,-6.284466980880654,"[[0.4583333333333333, 0.7938566201357353], [0.4083333333333336, 0.7072540797572919], [0.4833333333333335, 0.6639528095680699], [0.5000000000000002, 0.6735753140545637], [0.5000000000000002, 0.7698003589195006]]",6,5,5,full,1688,8869,3859,1723,1688,995,0.5774811375507836,0.65,0.65,8,98.0,9.474578367602838,35,0.020313406848520024,#787e83,0.47058824,0.49411765,0.5137255,52.576124473445574,-1.4978160193213907,-4.144582936672025,53.44369739724149,-1.8415989876134178,-4.904772996343438,11.015303724006369,11.201594368719773,3.029397351783514,7.57032387261417,2.187630054768975,250.13058758094564,4.406928697708721,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
15,cnm_full_015_cnnnn,cnm,full,cyyyy,cnnnn,0.2,0.8,0.0,0.2,0.8,0.0,0.4,0.6928203230275509,#7a9aa1,0.4784313725490195,0.6054901960784314,0.6305882352941176,61.607754038311626,-9.686499798209791,-7.03699824739048,"[[0.45000000000000007, 0.6350852961085884], [0.48333333333333367, 0.66395280956807], [0.40833333333333355, 0.7072540797572919], [0.38750000000000007, 0.6711696879329401]]",6,5,5,full,251,3936,1673,257,251,232,0.9027237354085603,0.65,0.65,8,98.0,7.048386877301005,6,0.023346303501945526,#798289,0.4745098,0.50980395,0.5372549,54.00802182920114,-2.0693844947388684,-5.405131416558806,53.99859917702773,-2.091611355507615,-5.321922182494898,10.615914208212647,10.882985093719961,3.017105747620557,5.295688354078075,1.5554888518325642,249.0503787418303,5.787728208661551,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
16,cnm_full_016_cnnn,cnm,full,cyyy,cnnn,0.25,0.75,0.0,0.25,0.75,0.0,0.375,0.649519052838329,#769da4,0.4627450980392156,0.6166666666666667,0.6450980392156862,62.29380297239342,-11.594887213849548,-8.131163464377721,"[[0.41666666666666646, 0.5773502691896255], [0.45000000000000007, 0.6350852961085885], [0.3875000000000001, 0.6711696879329401], [0.3541666666666666, 0.6134346610139771]]",6,5,5,full,724,5668,2416,739,724,739,1.0,0.65,0.65,8,98.0,6.890006172535142,15,0.02029769959404601,#77828c,0.46666667,0.50980395,0.54901963,53.69974514689534,-2.5147663010657295,-7.293550623848011,54.50987620480361,-2.590646425812107,-7.3660930717304645,11.957422605106949,12.53028415357765,2.847446240393383,5.391482749410742,1.5739952069261736,250.97615730702296,7.714916088436058,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
17,cnm_full_017_cnn,cnm,full,cyy,cnn,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.5773502691896257,#6fa2ab,0.43660130718954243,0.6352941176470589,0.6692810457516339,63.48135663336363,-14.5817008063997,-9.867013764083676,"[[0.3833333333333331, 0.5099927377841694], [0.4083333333333336, 0.5244264945139103], [0.4166666666666664, 0.5484827557301433], [0.4166666666666664, 0.5773502691896256], [0.3541666666666665, 0.613434661013977], [0.3166666666666666, 0.5484827557301443]]",6,5,5,full,1255,7432,3194,1281,1255,1281,1.0,0.65,0.65,8,98.0,6.072980053374609,26,0.02029664324746292,#768895,0.4627451,0.53333336,0.58431375,55.61180911107398,-3.289554996143307,-9.492447362646628,55.71466982536139,-3.328916195356875,-9.355075614347856,12.474948190323653,13.768901016230442,2.7472347177550374,4.58444736632323,1.2571077901859171,250.88652489937692,10.046279361299302,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
18,cnm_full_018_cncnmn,cnm,full,cycymy,cncnmn,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.41666666666666663,0.4330127018922193,#798eab,0.4738562091503267,0.558169934640523,0.6718954248366013,58.462057266129946,-0.7480754793327549,-17.754489894672343,"[[0.45833333333333354, 0.38008892721650345], [0.45833333333333354, 0.47631397208144144], [0.40833333333333355, 0.5244264945139103], [0.3833333333333331, 0.5099927377841694], [0.3333333333333333, 0.4426352063787134], [0.3333333333333333, 0.40414518843273783]]",6,5,5,full,3573,14957,6382,3643,3573,3643,1.0,0.65,0.65,8,98.0,13.950927808016136,70,0.019214932747735385,#7d899f,0.49019608,0.5372549,0.62352943,56.301327295421544,0.2563023229449901,-12.817687657895327,55.63263927005269,1.7912780419465593,-12.906533225278963,3.84559447462267,5.481746537470731,4.584843397227675,12.547866016724859,3.688561662103102,271.1455330341549,12.82024991082893,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
19,cnm_full_019_cncnn,cnm,full,cycyy,cncnn,0.4,0.6,0.0,0.4,0.6,0.0,0.3,0.5196152422706631,#6aa6b0,0.4156862745098039,0.6501960784313725,0.688627450980392,64.46812932089617,-16.796039102735804,-11.181586272020706,"[[0.3333333333333333, 0.44263520637871334], [0.383333333333333, 0.5099927377841693], [0.31666666666666654, 0.5484827557301443], [0.2750000000000001, 0.4763139720814414]]",6,5,5,full,1043,7138,3006,1064,1043,1064,1.0,0.65,0.65,8,98.0,7.199528259923065,21,0.019736842105263157,#758d9e,0.45882353,0.5529412,0.61960787,57.26677263752322,-4.026376263650155,-11.186036016335233,56.693693644439854,-4.016407647445639,-11.150306710719958,12.596878745974271,14.660281269652014,2.3740471180012888,4.807711430341942,1.538252327967631,250.20382938994555,11.888612516826107,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
20,cnm_full_020_cn,cnm,full,cy,cn,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.4330127018922193,#62acb7,0.38431372549019605,0.6725490196078432,0.7176470588235294,66.00354158706689,-19.82881356457683,-13.039772037206943,"[[0.2833333333333334, 0.3560326660002692], [0.3166666666666668, 0.3752776749732568], [0.3333333333333333, 0.40414518843273783], [0.3333333333333333, 0.44263520637871334], [0.27500000000000013, 0.47631397208144144], [0.225, 0.3897114317029974]]",6,5,5,full,1741,9411,3956,1776,1741,1776,1.0,0.65,0.65,8,98.0,3.3473654242307638,35,0.019707207207207207,#738fa4,0.4509804,0.56078434,0.6431373,58.00771408437586,-4.97461547781236,-14.354124732209005,58.14769891499512,-4.946060952499271,-14.231645580236025,13.459119651050754,16.92063773208583,1.3198679866477359,2.6312344696962615,0.7776551860075429,250.8855515079486,15.19169825858533,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
21,cnm_full_021_cmncn,cnm,full,cmycy,cmncn,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#758eb0,0.46039215686274504,0.5576470588235294,0.691764705882353,58.38153489548867,-0.3939096084506488,-20.78311781084279,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,2871,13679,5808,2930,2871,2930,1.0,0.65,0.65,8,98.0,10.65018367174972,59,0.020136518771331057,#7f8ca6,0.49803922,0.54901963,0.6509804,57.769870340615014,1.8086064445392291,-16.717141397363022,57.1124037822418,2.809558060316829,-16.640316814707703,3.9108350691449747,4.664480108901815,3.888605813162623,9.05425997430457,2.63107700103664,276.1747414859219,16.814692199700158,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
22,cnm_full_022_ccncn,cnm,full,ccycy,ccncn,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#5ab1be,0.3529411764705882,0.6949019607843138,0.7466666666666667,67.59807915308023,-22.52485781531105,-14.773558140756826,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1077,7125,3023,1099,1077,1099,1.0,0.65,0.65,8,98.0,3.685811675995181,22,0.020018198362147407,#7395af,0.4509804,0.58431375,0.6862745,60.05574241685771,-5.2947608185153205,-16.888925268136703,59.927246657496006,-5.459867339986766,-16.936305616178487,13.880367865063194,18.92717263737932,1.905145863665162,3.1204093478090975,0.8256046561428156,252.59353634606754,17.69944317875541,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
23,cnm_full_023_ccn,cnm,full,ccy,ccn,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#55b5c3,0.33202614379084966,0.7098039215686275,0.7660130718954248,68.69021664733687,-24.143039702976267,-15.866622477003634,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1225,7456,3191,1250,1225,1250,1.0,0.65,0.65,8,98.0,3.9975742497714197,25,0.02,#7298b6,0.44705883,0.59607846,0.7137255,61.025433886075476,-5.311826476394222,-19.96706640435546,61.09253775528195,-5.300371776215681,-19.89881886468133,14.445280678770416,20.740711819117607,1.8944147043713049,3.2244556155596586,0.8863496211854286,255.10267742510285,20.661540148577092,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
